"","PS.rep1","PS.rep2","ART.rep1","ART.rep2","RS.rep2","RS.rep3"
"LINC01501",4.66213,12.2465,8.39211,1.86495,6.01644,4.28378
"LINC01502",0.12603457,0.877109,1.05066,0.250267,0.436123,0.537195
"LINC01503",0.789956,5.53859,3.61462,2.436739,4.25171,6.37349
"LINC01504",3.023592,2.3454,1.13148,1.657284,1.743393,2.73742
"LINC01505",3.83618,1.31895,2.43515,19.2768,10.8699,8.5653
"LINC01506",0,0,0,0,0.437252,0
"LINC01507",0.495972,4.726597,9.0008,3.184342,11.227,9.72837
"LINC01508",0,0.800215,0,0.698402,0.947438,0.405936
"LINC01509",6.50722,1.82442,1.33278,17.2492,5.90595,4.53575
"LINC01510",0.198899,0,0,0.168338,0.135104,0.231754
"LINC01511",3.45104,4.64271,9.83231,2.99111,5.35732,18.6653
"LINC01512",0,0.0813001,0,0,0,0
"LINC01514",3.14678,2.27384,2.13667,16.6627,9.69465,10.3187
"LINC01515",0.0922316,0.823358,4.85772,0.377104,1.26855,1.21999
"LINC01516",0.440787,0.409149,1.86212,2.65731,1.74237,2.2444
"LINC01517",74.7209,19.8868,12.9854,19.9026,36.1707,25.6698
"LINC01518",10.32483,28.34095,20.19364,2.87452,13.79239,14.05268
"LINC01519",0.3371516,0.812594,1.72364,4.58831,3.234194,4.453927
"LINC01520",0.107261,0,0,0.940731,0.242677,0.0520471
"LINC01521",0.997768,4.20688,4.85141,1.20138,4.38909,5.11775
"LINC01522",3.1847,2.24374,4.44108,8.64034,19.2909,19.4429
"LINC01523",2.25151,2.37047,5.23742,12.0581,11.6414,9.34247
"LINC01524",0.695982,1.73792,2.39992,1.50281,1.70647,2.93506
"LINC01525",3.31406,3.99341,7.01521,17.615,18.2227,10.8348
"LINC01526",0,0,0,0.194918,0,0
"LINC01529",0.140399,0.636995,0.362474,0.460815,0.554602,0.442108
"LINC01530",0.127443,0.834567,0.64279,0.37392,1.20515,0.99759
"LINC01531",1.03979,7.83012,7.38318,5.46625,9.56323,8.97478
"LINC01532",0.18616,0.192878,0.187088,0.0456811,0.589796,0.270671
"LINC01533",8.12639,4.484049,9.87571,24.10881,24.203688,20.98585
"LINC01534",0.849601,6.246755,4.17988,2.536292,12.396997,5.56048
"LINC01535",10.74763,4.61645,7.310906,4.216881,6.795755,5.77209
"LINC01537",5.50582,17.6227,14.2525,3.98255,13.0721,11.1651
"LINC01538",0,0.307155,0,0,0.0357776,0.215029
"LINC01539",12.50416,13.01175,28.15924,56.2836,87.5147,50.45304
"LINC01541",1.13303,9.72469,11.5743,1.92965,9.50069,6.975715
"LINC01543",0.705643,0.421165,1.85256,1.09957,2.41806,1.3793
"LINC01544",0.486566,3.65429,4.11202,0.492741,2.78517,3.74996
"LINC01545",0.533378,4.45011,2.56279,2.11851,4.002,1.72291
"LINC01546",0,0,0,0,0,0
"LINC01547",1.765637,1.865275,0.496918,0.966863,1.418786,0.868306
"LINC01548",14.0993,5.09445,19.6224,60.2997,54.3959,33.9443
"LINC01549",1.332000964386,2.03981963553,0,1.048990729707,1.45058352574,0.25779135294
"LINC01550",0.513763,1.67305,1.65921,2.17886,2.11749,2.15703
"LINC01551",26.06755,19.93455,14.30038,27.6952,21.85257,14.01075
"LINC01553",5.54719,8.3851,15.1961,29.9588,57.6203,29.052
"LINC01554",3.7232,11.9867,23.2946,6.80081,14.7341,33.2829
"LINC01555",0.931543,1.06515,1.5348,2.52933,3.44462,3.72138
"LINC01556",0.0803897,1.1511,0,0.79483,2.61836,1.65058
"LINC01558",0.665406,2.54413,3.03306,0.560014,2.31585,1.35443
"LINC01559",0,0.170274,0.316344,0.297889,0.214365,0.0930402
"LINC01560",0.30429,0.898063,0.313486,0.433415,0.893108,0.677319
"LINC01561",0.235864,0.17121,0,0.383657,0.878496,0.445644
"LINC01562",3.73439,14.9374,19.9985,6.0347,15.8346,17.9988
"LINC01563",0.939657,1.08415,2.8051,1.00394,3.55509,2.06194
"LINC01564",0,0,0,0.284993,0,0
"LINC01565",0.225407,1.24975,0.549828,0.164321,1.26746,1.02707
"LINC01566",3.343978,3.780185,6.40657,6.04451,6.67298,11.41214
"LINC01567",0.173979,1.73451,1.12055,0.585085,2.51364,1.98655
"LINC01568",58.8721,16.507,6.46271,42.744,14.6942,3.09113
"LINC01569",0.953698,2.96437,3.65963,2.40797,3.25506,4.23588
"LINC01570",72.954,88.808,61.82,47.262,69.0725,32.5761
"LINC01571",0,0.607368,0,0.134957,2.11777,0
"LINC01572",0.81931,30.5581,32.073,1.49953,42.5913,44.5834
"LINC01574",0,0,0,1.12167,0.918306,2.03925
"LINC01578",31.65337,25.65196,20.50591,75.9168,49.57398,30.07841
"LINC01579",12.8626,9.75977,7.47074,14.0686,12.307,20.0659
"LINC01580",3.05275,4.05768,7.9395,8.154956,8.43152,11.6896
"LINC01581",0.110271,0.259293,0.466846,0.812495,1.60132,1.07794
"LINC01582",23.3883,29.4567,52.2967,4.22705,9.22261,19.4845
"LINC01583",1.93961,1.33518,2.05836,8.52164,4.3268,6.16284
"LINC01584",2.83172,2.35429,6.54031,6.76405,21.6066,14.6561
"LINC01585",0.486873,2.77758,6.85172,1.42919,4.509,2.82648
"LINC01586",2.74256494,2.32961574,3.35447,0.80425,1.11346181,1.6619249
"LINC01587",0,0.827573,1.82011,0.127171,0.527595,0.422105
"LINC01588",1.373286,4.1146421,3.939275,2.2260904,3.625217,4.481182
"LINC01589",3.70472,1.85126,3.67254,9.42181,18.6144,7.85959
"LINC01590",1.26007,1.23234,2.91687,2.35005,1.61756,1.8339
"LINC01591",0,0,0,0.0770241,0,0
"LINC01592",1.76522,0.429973,1.54686,6.09064,1.56654,1.43882
"LINC01593",0,0,0,0.160561,0,0.313115
"LINC01594",2.33687,0.94551,2.64245,10.2463,7.51289,6.41684
"LINC01596",171.659,13.841,25.6338,64.7764,12.6731,15.9038
"LINC01597",1.99239,10.1924,19.3053,6.37851,20.2673,37.4221
"LINC01598",5.86985,6.73805,9.26627,17.9166,26.4374,25.1311
"LINC01599",0,0.525518,1.46843,1.27013,0.299007,2.73228
"LINC01600",0.188015,1.17613,1.26587,0.32254,0.671644,1.36581
"LINC01601",0.0606133,0.217879,1.52204,1.16346,1.24088,1.94865
"LINC01602",1.17489,5.55855,4.46438,1.10401,4.55575,4.13165
"LINC01603",5.33693,1.9827,3.33385,18.0778,8.06483,6.38618
"LINC01605",1.30328,0.693116,0.76339,3.751638,6.463926,2.592639
"LINC01606",67.7799,134.68,108.542,34.3245,65.2456,43.7291
"LINC01607",15.7934,2.03572,0,5.73555,3.58296,5.20295
"LINC01608",3.888449,3.84786,3.77717,4.132509,5.4607,5.49892
"LINC01609",5.67588,3.99031,12.6093,28.4687,34.4968,38.5381
"LINC01611",0,0.412369,0,0,0.601967,0.513855
"LINC01612",0.220381,1.12589,2.18606,2.02891,2.37445,3.29182
"LINC01613",0.018172,0.132113,0.230644,0.265494,0.215137,0.184746
"LINC01614",0,0,0,0,0,0.171831
"LINC01615",0,0.154954,0,0.0711369,0.297673,0
"LINC01616",0,0.122468,1.20371,0.0385349,0.418712,0.359476
"LINC01617",1.63705,3.54079,4.75301,5.43828,7.97846,10.1348
"LINC01618",0.421925,0.150906,0,1.38693,0.723987,0.866879
"LINC01619",0.044574343106,0.0421764,0.196363,0.229174110846,0.10729,0.30334856787
"LINC01620",0.265883,0.312267,3.15051,5.157947,9.35087,3.774782
"LINC01621",23.4127,7.09585,8.7286,8.94298,4.67765,8.79889
"LINC01622",8.05271,9.5456626,15.37567,39.3748,62.1782,38.5486
"LINC01623",1.95846,4.9483,6.46988,1.87387,4.73282,5.24471
"LINC01624",0.0621437,0.141292,0,0.107016,0.0262626,0.11278
"LINC01625",0,0,0,0,0,0.0904971
"LINC01626",4.99322,12.1547,10.5194,3.92708,13.5,5.94709
"LINC01628",5.71082,2.18587,4.36225,24.9424,13.7146,13.2687
"LINC01629",0.227673,0,0,0.275509,0,0
"LINC01630",0.293123,1.023232,1.624839,1.086015,1.646511,1.514699
"LINC01633",0.110238,1.38401,2.06906,0.801205,1.78136,0.782735
"LINC01634",0.532126,1.2359,1.48336,0.43822,0.585876,1.3574
"LINC01635",4.80835,6.03941,10.117,3.42598,1.9884,2.88136
"LINC01637",0,0.162813,0,0.298415,0.626825,0
"LINC01638",0.312464,2.77773,0.4104,0.377186,3.11011,1.16009
"LINC01639",0,0,0,0.655199,0.206014,0.794106
"LINC01640",0,0,0,0.986217,1.27732,0.908271
"LINC01644",0,0.729525,0.323567,0.0484503,0.988062,0
"LINC01645",0,0,3.07975,0,0,0.408273
"LINC01646",0.165517,1.19068,0.154036,2.81789,2.25511,5.07277
"LINC01647",5.0214,31.0484,34.5577,5.89363,26.2315,54.5439
"LINC01648",0.245274,0.253512,0,0.95215,0.47559,0.510021
"LINC01649",1.6576,2.08969,4.00035,6.98798,9.22795,3.19978
"LINC01650",5.69513,5.14702,9.76518,21.1622,40.2911,23.2024
"LINC01653",2.09762,7.48959,6.28769,1.98695,8.81363,7.64585
"LINC01654",0,0,0.318792,0.63514,0.173974,0.836513
"LINC01655",7.30165,3.82789,6.18944,23.3316,25.8316,33.9339
"LINC01656",0,0.18158,0,0,0,0
"LINC01657",0,0,0,0.0246629,0.196024,0.168231
"LINC01658",8.0682,1.51453,5.5946,32.9786,6.9035,10.9132
"LINC01659",0,0.113363,0.791929,0,0.107728,0.553567
"LINC01660",8.63793,3.44411,9.79652,59.5148,7.72589,20.3803
"LINC01661",1.83367,1.1927,5.43935,14.6679,7.72132,10.1509
"LINC01662",2.34232,2.49314,6.41863,20.586,13.9785,23.371
"LINC01663",13.9879,5.16113,12.67,90.0496,33.2601,34.6088
"LINC01664",13.8206,3.89797,12.2331,59.2978,41.1674,26.5221
"LINC01665",20.9358,52.5035,46.0957,16.5282,24.8539,24.4099
"LINC01667",9.07536,17.2452,32.1424,31.1149,47.4211,79.3845
"LINC01668",0,0,0,0,0,0
"LINC01669",1.39701,1.82876,0,1.66359,2.58891,8.86552
"LINC01671",0.359156,3.67069,4.56005,0.496115,4.62222,5.20742
"LINC01672",1.09537,1.474913,4.40408,8.45906,10.87538,10.20529
"LINC01674",1.25884,1.48313,5.18083,7.44151,10.9365,6.21644
"LINC01675",0.442315,1.10643,0.613511,2.75535,1.67141,1.68898
"LINC01676",57.87094,10.52853,17.42468,193.1725,63.84668,51.88749
"LINC01677",2.65606,4.3614,8.86608,12.7943,31.2058,21.7586
"LINC01678",0,0,0,0.0845189,0,0
"LINC01679",0.208691,0.0316156,0.196247,0.792582,0.176451,0.505105
"LINC01680",1.68622,2.36936,2.57364,5.16847,0.487803,6.23259
"LINC01681",13.6111,5.95816,9.16661,29.8591,25.4336,32.7674
"LINC01682",12.60087,7.943,16.29573,47.73241,44.7318,33.30076
"LINC01683",3.61964,1.3284,6.4444,1.61609,0.9989,6.23446
"LINC01684",10.1152,64.0292,62.020354,21.546097,56.036433,51.170584
"LINC01685",3.947,1.2238,2.42771,17.8116,3.63914,3.00295
"LINC01686",12.7448,1.09753,2.10432,10.5449,2.60481,1.40314
"LINC01687",1.16692,7.10108,3.97577,4.10047,8.85674,6.25704
"LINC01688",24.5444,5.13298,0,110.319,27.0928,28.5552
"LINC01689",0,0,0.688289,0,0.392375,0.0374225
"LINC01690",0.46309,1.02848,3.83222,2.14556,5.40419,6.66357
"LINC01692",0.167206,0.845209,1.0217,0.207506,0.440478,0.577826
"LINC01693",0.148954,0.800775,1.55397,0.184785,0.637405,0.872794
"LINC01694",2.44869,9.0406,8.71032,2.62972,6.76526,9.30969
"LINC01695",2.14314,9.25098,9.80703,3.06419,9.90182,10.3581
"LINC01696",5.7813,1.53084,3.76288,12.3603,9.55091,7.71248
"LINC01697",0.782317,4.52918,6.380201,1.280946,6.55765,5.107596
"LINC01698",0,0,0,0,0.194811,0
"LINC01699",0.920387,1.43632,0,0.631217,3.02982,1.29887
"LINC01700",0,0,0,0,0.336865,0
"LINC01703",0.134041,0.764889,0.64583,0.745292,0.881891,0.145871
"LINC01704",1.84121,3.30202,1.77444,11.5655,16.7132,11.6109
"LINC01706",0.0957611,0,0.627834,0.62482,0.378879,0.417991
"LINC01707",1.74731,5.12715,12.0828,6.59611,16.4765,21.4913
"LINC01708",0.567028,1.64823,3.838,5.39763,1.65163,1.96796
"LINC01710",0.171445,0,1.86647,2.67304,5.08722,4.33217
"LINC01711",0,0,0,0,0,0
"LINC01712",14.6437,10.4182,25.0704,73.4917,62.3739,32.8404
"LINC01713",0.776031,0.0668047,0.570294,1.50424,1.31712,2.0445
"LINC01714",0,0.505845,0,0,0,0
"LINC01715",1.983459,6.733,8.86636,0.8029638,9.85821,7.64512
"LINC01716",0,0.635727,0.740269,2.98862,0.458452,0.914635
"LINC01717",10.4548,12.0349,17.4265,41.7374,43.7478,33.2542
"LINC01718",4.22126,3.0273,8.75691,15.1222,20.156,16.2454
"LINC01719",1.46742,3.15399,4.32549,5.04348,5.2857,5.7103
"LINC01720",0.0925825,0.130981,1.43596,0.03962,0.480254,0.471227
"LINC01721",0.179205,0.443934,0.0960275,0.784734,0.805599,1.09147
"LINC01722",8.83285,18.4992,20.1973,15.1293,25.8803,27.0893
"LINC01723",11.6782,3.88372,10.1002,49.9974,20.725,27.1112
"LINC01724",0.0939242,0.0846556,0.26282,0,0.0798567,0.34232
"LINC01725",1.82869,4.93082,3.06894,1.23576,1.81388,2.4698
"LINC01726",0.0882086,1.94471,0.504904,0.298683,3.6643,3.068
"LINC01727",0,0,0,0,0,0
"LINC01728",3.50925,1.15108,0,12.7698,11.7211,2.30716
"LINC01729",7.98774,7.46132,6.11188,24.1491,16.0506,23.0088
"LINC01730",0.438242,1.3054,0,0,0.150517,1.15836
"LINC01732",0.984779,10.669,16.5629,0.515709,12.6525,10.9761
"LINC01733",0.461012,2.8844,2.5591,1.15969,3.42347,5.74369
"LINC01734",0,0.508888,0,0.2389,0.179013,0.20477
"LINC01736",0,0,0,0,0,0
"LINC01737",5.13614,5.84172,4.53368,4.85617,13.8139,5.87782
"LINC01739",1.47436,1.26067,1.63047,8.843526,3.976078,12.365746
"LINC01740",0,0.466783,0,0.203723,2.39976,2.86154
"LINC01741",1.04282,0,0.532802,5.62213,0.267902,0.321836
"LINC01742",24.9713,4.92328,1.13242,7.23486,2.99855,1.65754
"LINC01743",0.653408,8.64995,11.6872,3.96909,15.9057,14.6666
"LINC01744",10.4485,3.00753,4.04287,31.7758,12.4027,7.9545
"LINC01745",3.63686,3.13139,2.12619,10.4821,7.14855,12.1658
"LINC01747",0.799657,2.207834,6.7563,3.23475,4.93706,9.51718
"LINC01748",0,0.564944,0.742853,0.0955196,0.419375,0.54035
"LINC01749",0.0148024,0.0538597,0.417893,0.216786,0.0750573,0.279356
"LINC01750",0.114303,0.0593887,0.0238671,0.309144,0.250862,0.0965763
"LINC01751",0,0,0,0,0.102284,0.263327
"LINC01752",0.707655,0,4.07569,0.898187,0.983975,1.25826
"LINC01753",3.25396,0.724803,0,8.76204,2.27798,4.64076
"LINC01754",0.779116,4.2181,4.17333,1.70388,3.0934,5.315345
"LINC01755",5.89782,0.863431,0,45.1519,6.85735,8.27443
"LINC01756",0.621609,1.38823,3.29898,0.470652,0.769094,1.14672
"LINC01757",3.9115,2.38684,0,1.06844,0.785605,0
"LINC01758",0,0,0,0.378954,0,0
"LINC01759",2.21027,0.941361,2.43556,6.80699,7.23972,1.86915
"LINC01760",50.1426,15.3187,51.0339,160.428,145.067,114.453
"LINC01761",5.72594,30.6746,29.5746,9.52456,29.4767,29.8348
"LINC01762",0,1.3548,0,0.674786,0,1.855612
"LINC01763",3.64848,1.08251,0.77555,12.5686,3.69047,3.29876
"LINC01766",72.4014,9.66052,5.39777,88.6049,18.8015,13.9993
"LINC01767",0,0.441724,0,1.59699,0.862977,0
"LINC01770",0,0.351661413005,0.451969,0.43461400522192,0,0.9553210130524
"LINC01771",2.7088,4.81085,5.52026,2.93818,7.56895,15.4747
"LINC01772",2.201006,4.11111,4.158773,3.354089,4.78752,5.570905
"LINC01774",0.550754,0.979702,0,1.24697,2.66274,0.324826
"LINC01775",0,12.0039,8.97226,0.519796,7.31786,1.04045
"LINC01776",4.9566,20.5973,21.76,9.48278,19.2513,20.8485
"LINC01777",10.4561,4.86589,2.692,1.1684,0.420575,0.722055
"LINC01778",4.00038,2.09814,3.48986,6.18551,5.96178,1.37855
"LINC01780",2.70087,1.0806,3.35454,0.952326,3.08687,1.2448
"LINC01781",0.989396,6.06213,6.3248,0.3881632,3.03793,2.05601
"LINC01782",0.811277,0.549647,0.661097,4.49179,2.23308,2.82349
"LINC01783",2.21954,3.57661,10.707,13.4496,13.7914,17.9046
"LINC01784",5.61756,0.895632,0,7.03814,5.05047,4.80711
"LINC01785",11.5837,8.39912,3.36472,6.10941,8.02025,3.51054
"LINC01787",0.289082,2.65928,2.29433,0.39939,2.75668,3.13967
"LINC01788",0.518299,1.70144,0.694876,1.58348,3.25987,3.08535
"LINC01790",0,0.0641219,0.0497531,0.0303269,0,0.102455
"LINC01791",7.0473,7.19083,6.72412,24.8582,43.2638,22.057
"LINC01792",0.377295,0,0,3.31249,0.298175,0.109694
"LINC01793",0.484808,1.24118,2.71073,0.567942,1.31605,2.13262
"LINC01795",9.54017,17.2629,21.3953,5.9328,22.0001,19.605
"LINC01796",3.05085,1.4021,0,18.8775,3.59212,4.22363
"LINC01797",4.74667,2.87974,0.159676,36.99717,17.181472,4.516685
"LINC01798",0.474337,0.990745,1.31838,6.12796,4.47066,1.97046
"LINC01799",5.20822,0.545884,3.53138,16.9305,5.45593,7.96886
"LINC01800",0.365342,0.0473225,0,0.936642,0.663014,0.15176
"LINC01801",40.5789,53.7174,50.0476,11.2456,11.8648,8.99727
"LINC01802",0,1.0477,0,0,0,0
"LINC01803",1.79773,2.07109,1.75398,5.65923,6.74905,7.32261
"LINC01804",2.52951,0.856501,2.2285,0.782955,1.36581,0.606329
"LINC01805",0.349012,0,0.96261,0.749661,1.00579,0.515134
"LINC01806",0.36481,0.714573,1.01653,0.413482,0.581017,1.39794
"LINC01809",1.91962,8.04404,16.7725,2.43201,11.0177,0.553903
"LINC01810",1.50028,0,1.2699,8.8366,2.62181,0.278936
"LINC01812",0.169371,0,0,0,0,0
"LINC01813",0.100201,0.104184,0.363757,0.555125,1.04027,0.623379
"LINC01814",2.76933,7.63531,8.59044,6.53295,7.27872,6.59913
"LINC01815",16.4457,9.91665,12.8615,20.1427,10.6497,8.5019
"LINC01816",0,0,0,0.155964,0,0.421618
"LINC01817",0.118654,3.16034,4.25206,0.0954361,1.84746,2.10239
"LINC01819",0.295565,1.39791,1.28614,0.584975,1.29586,0.700392
"LINC01820",3.12586,4.31961,8.14346,15.2988,19.8154,22.041
"LINC01821",0,0.186267,0,0,0.264157,0
"LINC01822",0.120822,0.789194,0.238151,0.0827149,0.245487,0.210737
"LINC01826",0,0,0,0.737966,2.76767,0
"LINC01828",1.36909,11.177,10.9792,0.602161,5.11193,4.71246
"LINC01829",0.147012,0.133358,0,0,0.0414889,0.213692
"LINC01831",0,0,0,0.449213,0,0
"LINC01832",0.121994,1.73173,0,5.38565,3.80178,1.44187
"LINC01833",0.0350275,1.05034,0.468314,0.136303,0.0591001,1.2235535
"LINC01835",0,0,0,0,0,0
"LINC01838",18.3827,49.951,60.576,3.54009,7.48285,8.49956
"LINC01840",0.79225,7.85454,5.10201,0.879073,5.45862,5.83383
"LINC01841",2.04364,10.7216,8.96305,1.12195,5.69514,4.11084
"LINC01842",0.687458,4.54981,5.4514,1.90626,5.59718,5.96521
"LINC01843",0.705295,3.14593,2.49342,0.343254,2.87984,1.72517
"LINC01844",0.710986,0.333027,0.323018,2.61264,1.90238,0.966592
"LINC01845",0.38507,1.02428,1.33674,0.658344,4.13045,2.23924
"LINC01846",1.79504,0.738703,0,6.24343,2.26933,4.26425
"LINC01847",0.0957907,0.0158706,0,0.339073,0.249934,0.189478
"LINC01848",0,1.17275,4.29197,1.6103,4.68196,8.83203
"LINC01849",3.37141,2.52699,5.01281,17.7872,9.94093,12.4137
"LINC01851",15.5601,4.50179,16.4951,60.1466,38.8214,27.2181
"LINC01852",0.352436,0.538798,0.328072,0.4755988,1.62478,2.747537
"LINC01854",0.710065838,0.386558479,0.96652469,4.39335,1.72308186,2.37363383
"LINC01855",1.90635,0.911052,1.64994,5.39829,10.2863,3.60684
"LINC01856",1.26033,4.20583,4.74896,1.20924,3.96461,4.33584
"LINC01857",0.446036,4.608664,3.65596,1.937867,4.02572,3.786137
"LINC01858",3.41853,2.55925,4.31096,13.6039,7.58847,9.32427
"LINC01859",22.0652,12.7298,25.9377,103.57,64.1398,55.0439
"LINC01861",1.52644,0.450885,0,7.02247,2.42519,6.39467
"LINC01864",0.28555,2.69981,0.846966,1.08024,2.09809,4.20076
"LINC01865",1.81151,10.1056,8.50964,4.62994,13.8608,11.6692
"LINC01867",0.644374,0.328718,0,4.81814,0,1.35288
"LINC01869",5.66309,2.54403,0.429275,3.13168,1.57558,0.449835
"LINC01872",224.93,72.0071,63.0362,83.7264,51.2138,34.0509
"LINC01873",34.9165,86.8455,95.9335,70.1305,72.416,85.6405
"LINC01874",3.901944,1.22211,1.24763,2.41752,0,0.819082
"LINC01875",0.287273,0.170841,0,0,0.65908,0.140827
"LINC01876",0.145077,1.6055,1.13601,0.60202,3.4692,2.89514
"LINC01877",0.695507,1.24959,2.22219,0.726635,2.31738,4.38979
"LINC01878",5.90237,1.201073,1.130025,15.25624,19.52616,12.77057
"LINC01879",0.80913,1.40018,1.42911,1.48775,1.60627,1.9307
"LINC01880",0,0,0,0,0,0
"LINC01881",32.5941,26.55941,58.4644,27.625667,21.78748,44.72698
"LINC01882",3.12586,0,1.43708,0.746282,0.600465,0
"LINC01883",4.79786,0,7.89433,13.7518,8.00471,8.75831
"LINC01884",6.71037,1.50803,8.19365,20.5149,12.9145,21.2281
"LINC01886",3.52737,8.52818,13.552,10.4658,11.4084,8.00672
"LINC01887",0.788409,4.06114,2.0994,0.288378,0.950617,1.53741
"LINC01891",0,0,0,0,0,0
"LINC01892",1.82244,1.23244,2.80585,10.7916,7.59045,6.77373
"LINC01893",0.760505,0.966604,0,4.30878,5.06325,1.44134
"LINC01894",0.0712383,0.322082,0.399926,0.695402,0.120879,0
"LINC01895",0.454181,0.266823,1.03547,3.10441,5.53489,5.1659
"LINC01898",10.7451,13.2482,4.91179,5.33931,8.98699,2.28259
"LINC01899",2.19968,1.43987,2.39514,4.75755,5.60434,5.80926
"LINC01903",0.431453,0.58932,1.45417,0.689554,0.529838,0.903499
"LINC01904",0,0,0,0,0,0
"LINC01905",9.58582,9.02926,9.23935,44.2108,42.9262,35.1103
"LINC01907",0.750951,3.05134,2.13544,0.59436,2.66385,2.62977
"LINC01909",0,0.13084,2.13279,0,0,2.03098
"LINC01910",0.687343,2.13437,2.02443,0.423303,1.82335,2.93449
"LINC01913",11.2723,2.14178,2.83761,38.0396,10.6018,13.8786
"LINC01914",0.608201,0,0,0.761284,1.43723,0.568038
"LINC01915",0,0.0399184,0,0.207291,0,0
"LINC01917",7.51739,5.58526,8.51848,46.408,29.8691,18.045
"LINC01918",0,0,0,0,0,0
"LINC01919",1.64477,3.12997,4.53521,14.279,18.0844,13.1811
"LINC01920",0,0.364372,0.19791,0.413169,0.271491,0.466229
"LINC01921",286.725,96.8376,348.869,1557.53,1005.47,792.174
"LINC01922",0,0.502631,0.0442461,0.0525318,0.627377,0.717821
"LINC01923",1.39419,5.65857,7.31123,2.03395,5.79183,3.81584
"LINC01924",0.337034,0.887834,0.215304,0.443693,1.24659,0.458324
"LINC01925",0.56445,1.99445,0,4.59075,1.47149,2.71802
"LINC01926",3.74928,2.11524,3.28355,0.710258,1.56615,0.667352
"LINC01927",7.50685,1.32727,2.22938,32.4839,9.54091,14.98
"LINC01928",0,0.246491,0.19134,0.775389,3.87687,1.033
"LINC01929",0.130633,0,0,0.014052,0,0.11855
"LINC01930",0,0,0,0.225532,0,0.297968
"LINC01931",1.36552,1.23729,0.64009,4.02894,3.56729,3.84767
"LINC01932",1.39265,0.648991,2.88098,0.934961,2.40787,1.37028
"LINC01933",8.29683,5.19983,3.21315,10.6094,15.2669,11.3549
"LINC01934",0.949633,2.43479,6.11142,2.099,3.68804,3.13325
"LINC01935",0,0.914201,0,1.62478,1.21462,0
"LINC01939",2.86814,5.93349,21.5578,16.2972,32.8007,31.7672
"LINC01940",0.907161,1.0164,0.728058,3.02268,2.84682,2.52731
"LINC01941",2.06905,0.368558,2.86113,5.46022,1.96185,1.82821
"LINC01942",0,0,0,0.216325,0,0
"LINC01944",0.672559,2.794,2.09637,0.0868421,0.792471,1.43393
"LINC01945",0,0.2321030223722,0.6547880142197,0.429303,0.866368,0.681045
"LINC01946",7.68129,18.7706,16.3177,3.02927,7.78901,7.22287
"LINC01947",0.236132,10.0643,12.5318,1.42497,8.78181,20.7432
"LINC01948",0,0.172199,0,0,0.664554,1.1359
"LINC01949",7.1677,46.0396,52.4815,13.9969,39.0027,43.0903
"LINC01950",72.0128,12.1939,11.8722,37.2019,10.2591,7.5553
"LINC01951",4.38625,4.21866,4.08348,1.57958,2.75955,2.89151
"LINC01953",2.77851,1.60107,7.45746,12.333,0.615975,1.18497
"LINC01954",0.316824,1.39352,0,1.36864,0,0
"LINC01957",0,0,0,0,0.277531,0
"LINC01959",0.0252604,0.412365,0.248877,0.367197,0.94114,0.367213
"LINC01960",0.138415,0.100356,0,0,0.0469032,0
"LINC01962",20.4809,34.9515,32.2511,18.5647,32.9578,16.4775
"LINC01963",0.467946,1.29062,2.53542,0.975113,0.663394,3.30125
"LINC01964",5.88733,6.03552,7.49724,2.34845,2.91306,1.57525
"LINC01968",0.38099,0.222869,0.326627,2.93304,1.86245,2.27127
"LINC01969",0.81359,0.857836,1.33161,1.78476,0,0
"LINC01970",8.27431,13.4369,13.252,4.33216,10.7109,8.0413
"LINC01972",1.89965,13.6634,11.3314,1.59179,11.9365,6.40554
"LINC01973",0.24003,1.46378,0.840701,0.315658,1.40483,1.48611
"LINC01975",0.19043,1.61722,0.185364,0.39089,0.770408,0.915165
"LINC01976",1.13876,1.1214,3.3078,5.77275,9.42863,11.0366
"LINC01977",0.467871,1.85441,0.446119,0.872071,2.03267,2.21004
"LINC01978",0.572402,2.8808,3.49724,1.50794,1.59096,4.59097
"LINC01979",0.0834885,0.236649,0.183604,0.232678,0.0783152,0.148029
"LINC01980",6.88216,2.88721,11.5113,3.57554,1.50343,2.78791
"LINC01981",1.36671,0.419436,1.97771,8.80436,4.20238,4.97502
"LINC01982",0,2.21435,0,0,0.576196,4.91792
"LINC01983",0.354794,0,3.59584,0,2.41984,0.516566
"LINC01985",0,1.45669,0.490155,1.50075,6.28213,1.39077
"LINC01986",8.03638,8.93295,10.2781,8.11978,15.3403,6.03338
"LINC01987",0,0,0,0,0,0
"LINC01988",22.812,6.68118,3.39444,80.521,20.7062,14.0631
