Geneid	Length	genome_mapping/Low.6694c2.rep3.RNAseq.mm10.sorted.bam
Cpxcr1	1596	0
Bclaf3	4215	883
Odf3l2	1248	10
Atxn7l3b	3599	11341
Tmed8	7179	878
Gm1322	1966	0
Fam47e	2445	2
Gm1527	2119	0
Myrf	5597	38919
Iqgap3	5676	4740
Mfsd2b	3125	127
Rnf207	2479	52
Pusl1	1226	1021
Mageb4	2401	0
Adgrf2	3283	14
Zfp213	2674	1018
Gramd2	4156	245
Sh2d1b2	399	1
Wdr72	5218	1036
Kcnk6	4089	889
Usp36	5609	4891
AW146154	3411	252
Klhl32	7136	14
AW554918	5351	1351
Ccdc102a	2304	2335
Layn	1786	3213
Tnfaip8l3	2225	6
Rfx7	8000	3279
Pgap3	2424	1101
Bex6	983	0
Gm5127	1809	4
Slc47a2	2377	0
Il20rb	2478	374
Ccdc185	2055	0
Dnaaf3	2236	265
Lrrc8b	6731	6012
Zdhhc6	2373	8876
Acsl6	3074	447
Acsl4	5280	11308
Acsl3	3950	12736
Myot	2213	193
2310061I04Rik	1240	1516
Ifitm6	541	73
Slc2a13	6541	56
Zyg11b	10654	6267
Prex2	11187	699
Crxos	2967	0
Pus10	4768	2112
Dnah1	12872	50
Fbxw10	3282	29
Evi2a	2296	1110
Mef2a	5843	10933
Cemip2	6702	13960
4931408C20Rik	4331	0
1700071K01Rik	1038	0
4930596D02Rik	1162	0
Gm4951	2648	76
Pin1rt1	1083	5
B020031M17Rik	925	0
Gm904	649	0
Ube2u	1517	6
Trim80	1932	6
Vrtn	3608	0
Gm5544	891	24
I830077J02Rik	1066	65
Gm5592	3033	0
Pate9	2342	0
Akap14	1792	11
Smim9	703	0
Gm5820	2187	145
Pramel17	1975	0
Gm12888	1181	0
Ubtfl1	2757	0
Fbxw18	1519	0
Rtl4	3634	0
Cldn34b4	1103	0
Tmem253	1227	239
Zfp872	2960	10
4930432M17Rik	1127	0
9130409I23Rik	1898	22
Zfp551	2335	121
Cpne8	3715	4323
Rps27a	821	43270
Smagp	1463	948
Ak8	1570	155
Ctrc	957	0
Kcnk9	7762	0
Adamts17	6029	19
Vmn2r66	2556	0
Tubal3	3096	12
4930415L06Rik	2618	0
Khdc1c	844	0
Med22	3576	9876
Treml4	1745	67
Thnsl2	2086	297
Calca	1513	4
Rabgap1	6972	12096
Ube3a	9208	7064
Ak2	3339	9308
9230019H11Rik	2801	0
H2-Eb2	3380	4
Ldlrad2	1828	7
Cibar2	1189	0
Hbq1b	748	0
7420426K07Rik	1504	0
Ncoa4	4193	7371
Asic2	3791	0
Il17re	2751	213
Limk2	5080	4821
1700024G13Rik	398	0
Ccdc160	1536	2
Rufy4	2336	758
Ppp2r1b	5431	5366
Tnfsfm13	2235	0
H2al1n	510	0
Pramel31	2072	0
Gm5800	851	0
Shank1	7596	28
Ank2	15094	308
Retreg1	3859	5536
Btg1c	1194	0
Armc2	4865	60
Gm4841	2838	6
Tdpoz8	2142	2
Erich1	1579	1511
Tlcd5	3575	516
Gm4907	1310	0
Pnldc1	1689	35
Pm20d2	5573	183
Mrgprx2	4559	0
Gm4981	1813	0
Clpsl2	444	0
Ldc1	2208	0
Shisa6	7487	617
Bpifb4	2115	245
Ccdc24	1281	200
Dnaic2	2867	32
Gm5460	1903	0
Kbtbd6	2982	94
Pnpla1	4483	0
Zfp936	3110	0
Foxr2	3208	0
Zfr2	3341	104
Tmem92	2187	0
Ms4a15	1713	1
Catspere2	4710	24
Zfp345	2706	0
Mansc4	1123	13
Gm5891	1726	0
Spag11b	1740	0
Trim43a	1989	4
Zc3h12b	6483	60
Gm6034	1633	1
Defb42	614	2
Sorbs1	6791	4276
Golm1	3693	47115
Setd6	1672	1133
Xpo1	5144	14008
St3gal5	2453	7977
Zfp748	4615	598
Trpm3	17374	130
Zcchc18	4997	15
AU040320	5317	5880
Pakap	15769	5513
Ap2b1	5409	37584
Nrbf2	1789	1158
Atp2b2	9554	12
B3gnt8	1867	130
Nacc2	7016	5274
Cacnb4	8682	3
Musk	3666	16
Ccne2	3220	467
Agap1	9581	14140
Pinlyp	730	4
Gm4925	1561	6
Samt2	893	0
Psg27	1942	0
Tomm40l	2920	2186
Nfatc2	8371	1688
Samd4	7537	3377
Defb36	468	0
Gm4567	1594	0
Alpk2	7248	210
Piezo1	8219	29666
Fbxo40	5494	269
Cstf3	5190	3395
Slc41a3	2657	734
Defb28	397	0
Prok2	1513	14
Oosp2	673	0
Zfp1	1998	2517
Zfp27	3852	886
Rusc2	5562	8673
Cgn	5005	4577
Kcnh6	4438	6
Xaf1	2598	663
Gm10439	1803	0
Slc38a6	2959	1084
Btla	3235	23
Adam15	3007	11840
Adcy7	6330	5218
Fam117b	5534	10337
Creb1	8421	5224
Arhgap25	4263	325
Arhgef10	5528	3119
Arnt	4369	9255
Strip2	5369	187
Gpx4	1465	13258
Tyw5	1438	700
Timm8a2	915	2
Zfp791	2940	385
Prps1l3	4006	6286
Card9	1871	334
Gm20736	831	0
Slc22a14	2200	2
Defb48	445	2
Defb45	388	0
Baiap2	3610	13719
Brms1l	2567	1972
Washc1	2986	4082
Btrc	6476	3524
Sgk3	5620	365
Capzb	1898	32246
Zdhhc12	1194	2631
Rai1	7507	12019
Cd209b	2112	89
Cd6	3034	10
Cdh3	4037	1205
Spn	4695	3007
Krtap5-5	1177	0
Cklf	2258	637
Nat8f3	1839	0
Cnot2	3768	5550
Csf1r	3875	11028
Col28a1	4230	248
Tcf25	3318	35612
Nell1	2812	0
Ripply2	1264	0
C130026I21Rik	1971	8
Ccdc107	814	2408
Mcidas	2354	0
Ripply1	679	427
Ccdc17	2003	165
Gm6377	2801	173
Lipt1	2266	380
Gm6460	821	0
Cks1brt	2397	2
Lekr1	4276	256
BC147527	1657	8
Zfp987	2833	0
Wdr93	2497	11
Gm11992	2400	18
Gm14092	1814	0
Gm11437	1229	12
Defb23	624	0
Deptor	8674	4342
Dhrs4	1658	2401
Dnajb6	5133	7577
Dusp22	3058	597
Dyrk1b	2635	2419
Edil3	5358	887
Fer	3627	2445
Dbi	745	6169
Kat2a	3243	5684
Gnpda2	2556	3282
Grk6	3765	8731
Anapc11	3495	3884
Banf1	1209	10361
Ctsa	3626	19660
Arsi	2764	72
Esp1	1049	0
Adar	6206	9477
Usp14	4360	15008
Cldn19	4236	10
Glrx2	3730	1536
Marveld2	3382	1345
Clec5a	3820	298
Kcnh1	7239	31
Txnl4a	5714	5339
Mapt	5380	235
Dach1	5448	40
Olfm1	3428	685
Dmrtc1a	1382	0
Dnm3	7523	61
Rabgap1l	9489	1861
Ric3	6492	6
Sertad2	6199	9246
Smurf1	5333	14168
Stk35	6193	4743
Gng2	4012	565
Slx4ip	5854	737
Ets1	5367	17907
Slco3a1	5368	4517
Zfp953	4641	311
Slc16a3	2577	13586
Gng7	3495	109
Faim2	4668	45
Slc7a15	2993	37
Mapk1	5700	25017
Gngt2	850	205
Obox7	1264	0
Kdm3a	5072	19772
Rnpc3	3888	2426
Fthl17f	733	0
Elavl4	4591	0
Fn3k	4358	10
Fnbp1	5619	5431
Gabrb3	5698	16
Gpr146	6608	2345
Cdc42se1	3200	22405
Tmod2	10258	64
P2rx7	6448	1180
Rcsd1	2670	506
Rnf38	5982	12185
Gm4787	2496	16
Try10	890	0
Gm5771	824	0
Svbp	980	1881
Atp8a1	8250	3751
Kif5a	7006	98
Nhlrc4	2141	5
Kctd21	2973	454
Klk13	1033	0
Pigc	3301	1702
Trim58	2192	6
Trim63	2207	715
Cox8c	476	0
Pkib	6039	77
Kcnj15	5465	93
Klhl15	5256	529
Ldb3	6015	1230
Plpbp	4710	5869
Prkcz	4718	154
Rbms2	5609	6552
Mier1	5031	5944
Mrpl1	4188	2100
Rapgef1	6347	16083
Seh1l	4121	14399
Sel1l	6300	16971
Skil	7066	24429
Tom1l2	6248	7977
Negr1	5939	6
Glt6d1	1091	0
Rasa4	2915	742
Trpm1	6835	52
Kcnrg	1832	27
Ddhd1	5222	4426
Acsbg2	2608	8
Zkscan4	2456	58
Dmrtc1b	1285	0
Defb33	426	0
Defb26	647	0
Defb43	408	0
Defb25	293	0
Defb18	362	0
Kncn	899	0
Defb47	359	4
Asb1	6072	2058
Tas2r122	930	0
Hnrnpa1	2190	1657
Scoc	2082	2560
Camk2g	3768	4537
Nlrp5	3542	0
Morf4l1	1983	23981
Cd226	2487	0
Cd44	5653	159463
Tctn1	4079	1306
Cdh8	5273	0
Ube2j2	3622	6044
Gvin1	9039	0
Clip2	4998	9385
Eif4e2	5010	7710
Dok6	10112	182
Elovl1	1940	5372
Bicd2	6352	18698
Npr3	7332	139
Cep350	13307	4595
Ceacam1	3736	881
Rreb1	13622	14090
Fars2	1896	2004
Gmfg	2451	411
Aifm2	3467	2089
Gria2	11279	0
Zfhx2	8724	1597
Emc1	6237	6369
Hdhd2	3706	3926
Zfp982	4585	14
Mex3c	4080	14741
Spink14	566	0
Gal3st2c	4063	16
AI429214	1959	76
Gm14137	3060	2343
Gm6583	2261	2
Zfp951	4406	405
Dcpp2	611	0
Zfp808	3114	136
Gm7073	1553	0
Marchf10	3621	0
Erich4	872	0
Tmem267	2773	576
Kcnd3	7666	36
Nolc1	3665	15413
Tsc2	6427	11637
Mobp	6489	0
Polr2k	626	992
Slc22a15	6638	1878
Mtcp1	1635	287
Pde4dip	12941	27476
Vgf	2553	67
Nsmf	2939	8255
Wdr37	8000	3695
Pkig	1426	2583
Tmsb10	943	58664
Rab43	4881	11217
Trim46	3553	2569
Kif21b	9297	9813
Tcerg1	4554	15687
Lrif1	3776	1755
Klhl20	4037	3077
Tmco1	4474	7141
Kcnj10	5407	58
Piezo2	10724	53085
Plekhm3	8562	1263
Catsperz	781	24
Cfap65	5718	0
Wfdc10	459	0
Krtap1-4	1129	0
Lipe	3272	1052
Pnkd	3500	2134
Ivns1abp	5049	41138
Dhps	1332	3750
Arl4a	3807	3022
Gtf2a2	1325	2897
Dnm2	4021	11853
Rrn3	3598	9542
Leo1	2192	3729
Parp14	7251	1365
Zfp784	2146	578
Pdxdc1	4507	11109
Pstk	1398	1142
Pigl	4566	1219
Lif	4339	6891
Mlf1	1161	116
Mup3	944	36
Myh2	6083	689
Myo6	7868	10360
Cnnm3	5291	4353
Ermard	2927	666
4930467E23Rik	2589	0
Angptl7	2062	45
Cyp2c68	1769	36
Rad54b	7051	917
Mroh8	3462	8
Smco3	2052	12
Gcnt7	2220	22
Ankrd37	904	3348
Defb30	1002	0
Evi5l	5522	2023
Abca3	6479	10864
Glyctk	4226	730
Spata46	755	8
Lce3a	549	0
Gm13043	2055	0
Edem3	6622	5207
Asphd1	1252	12
Gbp10	3528	42
Gbp11	2712	22
Gm20767	1427	0
Oprm1	4600	0
Lhx3	2375	0
Rasgrf1	4729	1756
Tesmin	3909	86
Krt40	2132	0
Iffo1	3039	382
Slc39a2	2334	98
Slc30a2	3400	4
Urad	766	116
Mks1	2499	351
Rhox4a	891	0
Rhox4c	903	0
Arhgap12	5032	6311
Rhox4d	759	0
Rhox4f	929	0
Rhox4g	978	0
Pkd1l3	7037	241
Il1rn	2691	4691
Coq10b	1733	3670
Tmem120b	1860	408
Fdx2	959	163
Strn4	3535	9791
Smok3b	2331	0
Map2	10022	1241
Asxl1	6983	14734
Zfp606	6424	1115
Ahnak	18792	258812
Zfp869	3861	3704
Rnf213	16751	8462
Sco1	4280	1813
Defb41	745	0
Spint5	443	0
Nynrin	7413	1048
Sytl2	9029	1331
Rhox3f	833	0
Aak1	15555	9421
Arap1	6354	4388
Tmem141	1055	1216
Eif4g2	7760	163927
Pdzd9	1615	0
Ddx17	7071	70041
Nadk2	4066	3106
Selenot	3570	24422
Filip1l	4044	4014
Setd1b	8858	5378
Larp1b	3773	2699
Tet2	9205	6431
Flot2	2866	14788
Thsd4	9030	8738
Rtl9	4142	3
Tacc3	2670	6230
Shroom4	8708	2467
Peg10	6666	60
C1qtnf5	4275	0
Cdkn2a	1136	2586
Gm5169	886	0
Clmn	12098	1103
Med15	3618	12406
Hsd3b7	1823	7054
Zfp692	1949	1057
Rspo4	2371	0
Rap1gds1	3674	15819
Ung	2097	761
Slc6a18	4405	0
Uevld	4607	3836
Nlrp1b	6143	174
Mtmr7	3446	2005
BC051019	1942	0
Pex10	1647	316
P3h1	3417	4086
Cabyr	2125	58
Kntc1	6961	3132
Zhx1	5231	2442
Snca	1471	14
Golga7	2031	10894
Tmem183a	3340	10170
Dlgap4	5886	12472
Hvcn1	2959	185
Anapc5	2761	29401
Rabl3	2022	1088
Fam133b	2302	4125
Pitx2	2796	4
Trim71	5192	38
Txnrd1	4019	21567
Blm	4946	1173
Cacna1b	9776	24
Capg	1917	72319
Akap1	4027	6329
Akap4	2998	0
Rpf2	1890	1360
Map2k7	3731	8363
Apaf1	6557	4496
Wsb1	3358	15733
Cd63	1211	31734
Arrdc3	4215	10765
Arrdc4	3955	823
Hbs1l	7240	3965
Cd74	1415	9491
Sstr2	2148	60
Ryk	3267	9835
Nlrp9c	3277	0
Selenop	2218	63309
Htra3	3451	2035
Cadps	5541	58
Dhx15	3755	24035
Phc1	3946	5827
Lcn5	1176	0
Clk1	3088	12128
Nusap1	2960	2937
Oip5	1557	791
Tbc1d17	2601	4184
Fzd5	6914	4959
Smad7	4441	16008
Mterf1b	1368	124
Gpcpd1	5074	2564
Fancc	4591	1862
Rbpms	2812	14587
Syne3	5548	4284
Ilf3	5100	13465
Prss57	2693	4
Amy2a5	1577	0
Ankdd1b	3478	348
Drc7	2832	0
Calcr	3906	0
Pcdh8	4003	8
Rarg	3399	10294
Mast2	5769	14887
Neo1	7386	25055
Slc22a18	1582	1493
Proc	1710	1555
Sema3b	4262	3698
Dntt	2130	2
Cd22	4421	142
Eml1	5290	9696
Rorb	9453	108
Map6	6115	689
Cacna1i	9794	10
Rad17	3054	2560
Hhipl1	2605	169
Prok1	4074	66
Ubtf	6131	21336
Timp1	890	9593
Zfx	7302	3760
Clpx	2886	4422
Zfp2	3187	146
Zscan21	2321	3126
Zfp41	3743	869
Abcc9	7538	1319
Slc7a2	7857	19075
Cacnb3	3015	9801
Gcdh	2177	2801
Zfp68	4731	3106
Banf2	528	0
Hsd11b1	1445	695
Rbak	3480	1468
Mapk1ip1	1524	782
Mef2b	1329	0
Zfp180	4027	3079
Mfge8	2126	30532
Raph1	9117	6480
Akna	5481	928
Synj1	7229	3269
Proca1	1766	28
Fam83b	6472	162
Clint1	3447	14205
Prss38	1239	0
Bahd1	4428	7998
Cep126	3984	80
Cyb5d1	3201	2698
Scimp	1055	70
Hsf5	4158	16
Fkbp15	4390	6103
Morc3	4179	5544
Ccnjl	2709	56
Spata22	1274	42
Prl2c1	855	2
Marchf4	4782	453
Serpinb6e	1494	0
Zzef1	11150	14571
Xlr5a	1650	0
Gm12185	5287	52
Gm12253	1356	0
Heatr9	1856	5
Vmn1r204	909	0
Mup2	1033	0
Zfp868	2561	1870
Wfdc15b	574	0
Tulp2	2551	54
Pick1	2186	2548
Zfp952	3008	605
Rbm15	3270	2724
Nelfe	1610	3376
Mink1	4997	16141
Snrpa	1570	6148
Net1	4284	41274
Dph3	3393	4533
Pard6a	1437	560
Ttc21b	4470	3061
1110017D15Rik	1290	7
Agtpbp1	9610	3877
Dusp16	5112	6522
Rpl38	488	20846
Idnk	1511	1279
Hnrnpab	2545	55816
Bdnf	6714	3673
Mon1b	5170	3396
Syce1l	901	5
Azi2	6703	5086
Zgpat	2511	2822
Nfyc	2684	2998
Adam28	4894	170
Cerkl	1759	119
Jak2	5067	15243
Ghr	4518	9752
Ccl27a	3241	293
Agbl4	3387	2
Agbl5	4967	2071
Krtap4-1	1011	0
Zfp455	2712	84
Gypc	2182	272
Med14	7361	8681
Spink11	742	0
Nlrp9a	3334	0
Dbndd2	4069	4588
Smim15	1864	8291
Tnpo1	5519	27727
Usp33	4191	10421
Gm9733	618	31
Lyrm9	5053	442
Cbx5	9022	31275
Serpinb6d	1467	0
Zfp874b	3772	837
Bsg	1752	64756
Fcgr2b	1546	8025
Abi1	3746	17523
Hs6st2	4861	258
Odr4	3273	2511
Ap2a1	3443	11597
Hnrnpd	6811	22945
Plin5	2039	192
Gsta3	1610	2581
Nexmif	10961	274
Git2	5187	10013
Fhl1	2962	1442
Ptbp1	3108	49364
Tsc22d3	3248	11500
Ldb2	2934	96
Nrp2	8122	17064
Gimap8	3700	74
Gba	2182	5800
Sbpl	876	0
A4gnt	2757	2
Cntnap5a	10966	4
Evi2b	3529	0
Scn8a	11432	1215
Gnas	8190	131353
Tnfrsf9	2221	2119
Slc1a2	12062	216
Nme2	1168	27033
Tsks	1859	12
Shroom3	7618	2799
Ints14	3215	3429
Nkx2-2	2448	0
Dcpp3	610	0
Pigw	2735	1219
Prmt2	2200	5169
Urgcp	5858	6080
Ccdc173	1731	118
Lrba	11507	3592
Dysf	7068	515
Hdac5	4426	9755
Fmnl1	3873	9746
Ptpn6	2430	3428
Shprh	9289	2037
Slc39a7	2393	17709
Stag2	6425	7751
Sdhaf3	550	459
Srsf1	5560	28204
Henmt1	2131	26
Tmem134	1517	6930
Zbtb33	5122	2866
Syne1	31327	4556
Slc12a1	4740	112
Srsf5	1660	27158
Glyr1	3772	13498
Tcf7l1	2882	829
Hnrnph3	2254	1158
Trim33	8870	11829
Gpc6	6780	259
Adgrg2	4723	3172
Paip1	4717	12595
Ces2f	1823	0
Hoxb3	3721	56
Brdt	5025	76
Spam1	2142	0
Bcl11b	7923	2246
Repin1	3146	2582
Fgfr1	5025	4907
Ccdc154	2407	0
Gm5347	2564	0
Trim72	2472	460
Defa26	387	0
Med1	7589	8578
Casp8	2893	6713
Rnps1	2294	10223
Tmpo	6780	18223
Cenpm	1328	742
Ripor2	7369	1157
Clta	1809	19924
Srsf10	5511	9081
Mark2	5101	14579
Usp6nl	4953	8798
Hdx	4261	12
Wfdc8	3580	10
Gsg1	1486	125
Vamp1	3154	565
Btaf1	8509	6916
Ripor3	3582	46
4930402F06Rik	1371	6
Sdr16c6	1180	0
Pjvk	1217	6
Zpld2	2338	0
Vamp5	1648	4410
Grk4	4634	74
Gtf2i	4701	32808
Ambra1	5290	5583
Zzz3	7796	10226
Uhrf1bp1	8567	3433
Prdm13	3174	0
Pdpk1	7236	11780
Myo1c	5899	40274
Gm1123	1337	6
1700029F12Rik	1183	0
Ret	7341	1539
1700029H14Rik	1432	4
Ash2l	3525	13611
G3bp2	4923	22302
Aff1	8496	14272
Bicdl1	4251	2163
Cps1	5562	14765
Bpifa6	1572	0
Cib3	646	40
Rab11fip1	7965	3530
Fat3	18676	7
Gipr	1792	113
Chil5	1590	2
Cdc14a	4846	2855
Arid1a	8939	18747
Cass4	3856	223
Znrf3	7659	1888
Rapgefl1	4163	110
Lrp8	8155	3370
Rbpj	5953	16507
Cdr2l	3700	2225
Atxn1l	7570	10077
Med13	10540	6098
Foxk2	5036	8890
Slc16a5	3295	181
Angptl8	865	168
Zfp429	2032	510
Bsph2	530	0
Zdhhc22	3680	5
Atp8b4	5766	182
Ttc5	3661	6028
Plpp4	1088	0
Sp2	3400	2591
Aurkc	1438	0
Tmsb15b2	681	0
Golga2	4361	13180
Thg1l	3968	882
Tubb1	2004	10
Vmn1r194	891	0
Sri	2537	15292
Rsbn1l	5554	3060
Tead4	3076	1320
Ddx23	2814	15011
Ddias	3473	257
Trmt2a	3684	3730
Brca2	11133	1094
Etl4	8041	15383
Zfp382	7960	902
Parp8	7083	6410
Olfr367-ps	1103	0
Srgap2	8040	6236
Zc3h7b	5699	20461
Unc79	8870	2
Gm12657	978	56
Adamts6	7091	1498
Zfp780b	5511	579
D430042O09Rik	6195	3306
Cacna1s	6350	142
Maats1	2765	0
Kcnt2	8280	34
Sipa1l3	7713	10616
Tmem243	988	696
Sbf1	6268	26352
Gm8909	1357	22
Pde11a	8457	24
Fbxo11	5518	10016
Nav3	10132	593
Srgap1	7821	1750
Btbd16	3436	6
Dock9	12560	6919
Coq10a	2507	809
Vps51	2631	6161
Ptpn23	5336	9740
Mylk2	2948	121
Kansl1	5872	10419
Efcab3	1744	7
Cnksr1	2467	719
Slc25a18	1367	50
Pard3b	8392	835
D130043K22Rik	5146	8
Nhs	5382	16
Qrsl1	1970	437
Trappc10	6353	5474
Xpot	6005	8508
Tecpr2	7942	2761
Cdk13	7081	11899
Mcur1	4356	6606
Slc9a3	5969	2
Bdp1	9921	3651
Ccno	1876	102
Prss55	1138	0
Pdzd2	11482	310
Zfp707	2010	1155
Dennd3	5427	3873
A1bg	1823	0
Ltn1	7737	8504
Rgs11	2027	728
Pdia2	1721	35
Lclat1	4474	5394
Slc27a6	2598	400
Cep76	4431	1944
A1cf	6735	288
Fra10ac1	1611	1326
Gucy2g	4045	65
Cwf19l1	5756	1975
Lct	6174	45
Ogfrl1	4873	534
Phf3	7561	8881
Gls	7487	16554
Alpi	2337	1206
Armc3	3016	10
Cubn	11325	469
Sapcd2	3407	1197
Ppig	6297	6671
Klhl41	2538	229
Lrp2	15429	543
Gpat2	2628	10
Esf1	3392	2629
Cep152	5768	1175
Taf4	4422	6195
Arfip1	2986	9108
Znhit6	2813	1991
1700009N14Rik	1262	0
Saxo1	1835	0
Grik3	8977	6
Zfp362	2882	3589
Aunip	1270	395
Morn1	3133	212
Uvssa	7326	1532
Nsd2	12796	16585
Stim2	4934	11144
Chrna9	2003	4
Rhoh	5384	214
Cytl1	974	4
Helq	3688	997
Lamtor4	877	2195
Lmtk2	8193	7338
Cd8a	3130	6
Tmf1	6781	7014
Ankrd26	6983	1313
Ipo8	5359	13458
Clip3	3358	104
Nccrp1	1356	10
Arhgef17	10250	6773
Mki67	10075	8088
Phrf1	5374	10636
Abhd13	5180	5993
Fam89a	1372	84
Jhy	3974	0
Cep63	2696	2094
Arhgap36	3217	10
Map7d2	4121	0
Gli2	6708	48
Gpr161	7024	1472
Adamts14	5169	744
Mtr	4484	2401
Cntnap3	4868	0
Ogdhl	3723	611
Dhtkd1	3535	333
Upf2	5174	3172
Kif16b	5478	3498
Kcng1	4216	0
Prrg3	6086	78
Awat1	1395	0
Sis	5953	0
Ankrd35	4058	160
Kcna10	1826	0
Gabbr2	5578	72
Kcnq4	4070	82
Gnat3	1174	1
Zfp518b	6882	314
Tigd2	3007	808
Prickle2	8676	304
Oxtr	4586	0
Cyp2b23	2182	0
Kat6a	9116	14471
Lonrf1	3775	2143
Gan	3454	1779
Npat	7347	2391
Unc13c	8865	112
Marf1	7765	9718
Rap1gap	3965	11219
Trnp1	1654	53
Lmod3	2215	54
Cluh	5486	12942
S100z	300	5
Mdga1	8288	812
Fam171a1	4437	6014
Slc4a11	3201	1675
Chsy1	4199	18215
Otud4	7327	20360
Calhm4	3714	0
Phf21b	3836	129
B3gnt6	2367	8
Sap30l	1549	2807
Aspg	2732	463
Pacs2	5486	10897
Lama5	11388	122099
Frmpd1	4812	730
Lrch2	6717	90
Cplane2	951	65
Itpkb	5101	1188
Polr3g	3060	1192
Kif13b	8914	5636
Adgrf5	8755	2370
Heatr5b	6437	4707
Spink5	4765	0
Maip1	3601	1716
Atp8b2	5769	18669
Virma	7115	10730
Focad	5796	1751
Flnc	9167	5198
Tmem52b	2875	36
Htra4	2181	32
Exosc7	1037	2542
Uprt	7052	5299
Gabrr3	1456	0
Eml5	10136	344
Hcn4	6580	108
Lemd3	4743	2588
Kcnh4	3784	3
Arid4a	5780	3959
Hnrnpul2	5726	47842
Apobec4	1566	6
Tmem182	1096	125
Mamdc4	3990	485
Crnn	1973	0
Dpy19l4	6754	4926
L1td1	2942	0
Sbno1	10270	17317
B3glct	4570	3880
Nipal1	4205	2356
Dgki	13238	2
Hs3st5	3095	80
Prdm14	2593	0
Mrpl44	1424	2177
Ptafr	3640	968
Irs2	6794	7069
Ermp1	5399	6112
Pprc1	5250	9395
Phip	10729	3743
Zfp174	5942	422
Hcfc2	5437	1572
Myo1a	3353	321
Gpr179	9295	6
Ercc6	8423	2983
Esco1	4540	1525
Rbbp8	3902	3169
Prr16	2224	61
Slf2	7391	7270
2310009B15Rik	571	1275
Stum	6557	6
Ttc30a2	2008	8
Tsc22d2	9798	6684
Map9	6277	46
Lhfpl3	3120	2
D5Ertd579e	6760	7441
Pigg	4685	2006
Mn1	6844	138
Spring1	2670	1343
Klhl42	6571	4595
Palb2	3949	618
Lilra5	2109	112
Prmt9	2781	2337
Ripor1	4133	11400
Tln2	12134	1873
Filip1	5207	187
1700017N19Rik	1690	0
Polr3a	4695	5524
Aadacl4	1224	0
Vcan	14689	2467
Myh13	5902	0
Pbrm1	8460	15260
Uggt2	6514	1020
Fbxo43	4012	0
Fam186b	3187	2
Lrch3	6166	3795
Kdm3b	7112	13463
Hpse2	2175	0
Flvcr1	4555	1895
Tnks1bp1	5747	27783
Erich6	2195	15
Slc44a5	4096	0
Alg6	3114	1106
Dnaaf5	3438	4332
Ccdc142	3129	1050
Rsf1	11129	3398
Prss53	2531	42
Dscaml1	6825	2
Calhm1	1047	0
Ldlrad1	3541	12
Doxl1	2484	0
Pgd	2279	26292
Cfap126	1739	86
Ak5	3397	371
Tbc1d4	6641	1218
Mfhas1	6527	6632
Nlrc3	6006	361
Trim55	2772	89
Ibtk	5650	9005
Tmem28	4765	0
Gm12695	2016	0
Mup6	882	0
Fat1	14627	91497
Mpp7	5773	1136
Taf2	5033	7590
Fam217b	2264	65
Prrc2c	10444	27876
Ccdc88b	4959	666
Rprd2	10278	8203
Prr19	1293	0
Arhgef26	5205	697
Adgrl2	6052	9604
Cdh18	2744	0
Tshz1	5808	7631
Olfr455	954	2
Trio	11497	15379
Atf6	7463	12077
Ptprz1	10006	4
Ppp1r12b	12182	4672
Taok3	4536	9084
Pik3r4	4884	4144
Tmem236	3658	82
Tmco2	710	0
C2cd4b	1330	0
Brpf3	5973	5473
Dsel	5763	870
Gm6614	1953	0
Ric1	6282	4781
Cyb561d1	4191	1013
Pds5a	8997	12264
Myo5c	6732	546
Mphosph9	7837	1914
Neto2	5999	2507
Sult2a6	969	0
Agl	9963	11006
Hs3st2	2270	0
Chsy3	3882	4606
Zkscan2	5645	3
Dnah2	13704	153
D7Ertd443e	2674	15
Slc9a5	5222	2845
Plekhg4	5057	244
Cul9	7844	388
Dgkh	15641	221
Sipa1l2	6753	2651
L3mbtl1	5338	26
Setd2	8350	7978
Scaper	5643	1035
Adgrd1	5163	353
C9orf72	3151	3590
Stxbp5	9074	1443
Chd2	9071	9355
Rhobtb1	4624	2266
Hecw1	9460	26
Slc43a1	2924	105
Cped1	4898	405
Ttc37	5092	3746
2210408I21Rik	5632	379
Mamld1	3457	155
Prdm2	11549	8692
Vma21	4806	2899
Lrrc7	22711	102
Ubr5	9791	35107
Trrap	12479	23412
Cenpf	11122	2871
Arhgap21	6972	15510
Cystm1	1078	16741
Vps8	5033	4369
Tbccd1	2803	1348
Ccdc153	1107	0
Shank2	8899	151
Dmxl1	12211	3839
Ces1b	2007	131
Cep164	5513	4434
Cnfn	723	5
Chd5	9486	768
Pcdh9	6241	1513
Kidins220	7402	17584
Ankrd11	8816	38952
Elp6	2064	656
Zfp777	3274	4520
Kmt2c	16819	7881
Cdh19	4274	6
Ctcfl	3247	5
Rimbp2	7001	0
Palld	7079	11644
Csmd3	13022	4
Mdn1	17959	7753
Tmem248	3845	9305
Amotl1	8950	21701
Tbc1d31	4206	1613
Prss33	1383	4
1810013L24Rik	4074	9981
Adamts3	7663	82
Wdr70	3590	4262
Klhl14	4718	2
Vmn2r28	2744	0
Lrr1	1503	272
Plb1	5321	8
Agmat	1428	266
Phf20l1	6670	5653
Sclt1	3039	678
Bcr	6537	8854
Unc13b	14493	5959
Grm5	8524	0
Samd1	2248	5561
Fndc1	6177	734
Bicra	5360	2640
Dip2a	6355	9408
Abitram	4299	1999
Galnt16	4261	105
